HID,PID,PARENTw1,PYBRT1Aw1,PYBRT1Bw1,PYGENDERw1,PHOMPOPw1,PRELATE1w1,PGENDER1w1,PBRTA1w1,PBRTB1w1,PRELATE2w1,PGENDER2w1,PBRTA2w1,PBRTB2w1,PRELATE3w1,PGENDER3w1,PBRTA3w1,PBRTB3w1,PRELATE4w1,PGENDER4w1,PBRTA4w1,PBRTB4w1,PRELATE5w1,PGENDER5w1,PBRTA5w1,PBRTB5w1,PRELATE6w1,PGENDER6w1,PBRTA6w1,PBRTB6w1,PRELATE7w1,PGENDER7w1,PBRTA7w1,PBRTB7w1,PRELATE8w1,PGENDER8w1,PBRTA8w1,PBRTB8w1,PYBRP1w1,PYBRP2w1,PYBRP3w1,PFAM1A00w1,PFAM1A00_Tw1,PEDU1A00w1,PEDU1B01w1,PEDU1B02w1,PEDU1B02_Tw1,PEDU1C00w1,PEDU1B03w1,PEDU1B04w1,PEDU1B04_Tw1,PFAM2A01w1,PFAM2A01_Tw1,PFAM2A02w1,PFAM2A02_Tw1,PFAM2A03w1,PFAM2A03_Tw1,PFAM2A04w1,PFAM2A04_Tw1,PFAM4A01w1,PFAM4A02w1,PFAM4A03w1,PFAM4A04w1,PFAM3A00w1,PFAM3B00w1,PFAM3C00w1,PFAM3D00w1,PMDA1A00w1,PMDA1B01w1,PMDA1B02w1,PMDA1B03w1,PMDA1B04w1,PMDA1B05w1,PMDA1B06w1,PMDA1B07w1,PMDA1B08w1,PMDA1B09w1,PMDA1B10w1,PMDA1B11w1,PMDA1B13w1,PMDA1B13_Tw1,PMDA1C01w1,PMDA1C02w1,PMDA1C03w1,PMDA1C04w1,PMDA1C05w1,PMDA1C06w1,PMDA1C07w1,PMDA1C08w1,PMDA1C09w1,PMDA1C10w1,PMDA1C11w1,PMDA1C12w1,PMDA1C13w1,PMDA1C14w1,PMDA1C15w1,PPSY1A01w1,PPSY1A02w1,PPSY1A03w1,PPSY1A04w1,PPSY1A05w1,PPSY2A01w1,PPSY2A02w1,PPSY2A03w1,PPSY2A04w1,PPSY3A01w1,PPSY3A02w1,PPSY3A03w1,PPSY3A04w1,PPSY3A05w1,PPSY3A06w1,PPSY3A07w1,PPSY3A08w1,PPSY3A09w1,PPSY3A10w1,PPSY4A01w1,PPSY4A02w1,PPSY4A03w1,PPSY4A04w1,PPSY4A05w1,PPSY4A06w1,PPSY4A07w1,PPSY4A08w1,PPSY4A09w1,PPSY4A10w1,PPSY4A11w1,PPSY4A12w1,PPSY4A13w1,PPSY4A14w1,PPSY4A15w1,PPSY4A16w1,PPSY4A17w1,PPSY4A18w1,PPSY4A19w1,PPSY4A20w1,PPSY4A21w1,PPSY4A22w1,PPSY4A23w1,PPSY4A24w1,PPSY4A25w1,PPSY4A26w1,PPSY4A27w1,PPSY4A28w1,PPSY4A29w1,PPSY4A30w1,PPSY4Ascw1,PPSY5A01w1,PPSY5A02w1,PPSY5A03w1,PPSY5A04w1,PPSY5A05w1,PPSY5A06w1,PPSY5A07w1,PPSY5A08w1,PPHY1A00w1,PPHY1B00w1,PPHY1C00w1,PPHY2A00w1,PPHY2B00w1,PBRP1w1,PBRP2w1,PBRP3w1,PSCHOOL1w1,PSCHOOL2w1,PSCHOOL3w1,PWORKW1w1,PWORKW2w1,PWORKW3w1,PJOB1w1,PJOB2w1,PJOB3w1,PJOB1_Tw1,PJOB2_Tw1,PJOB3_Tw1,PINCOMEw1,PINCOME1w1
2628,1,1,2005,11,1,3,1,2,1977,1,2,1,1978,1,3,1,2005,11,,,,,,,,,,,,,,,,,,,,,1,1,,1,,2,,,,,3,5,,2,,2,,2,,2,,1,0,1,0,2,2,2,4,1,3,3,3,3,3,2,3,3,3,3,3,8,,3,3,3,3,3,3,2,3,3,2,3,3,3,4,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,2,2,3,3,3,3,3,3,3,1,5,180,70,1,1,,6,6,10,1,1,3,2,2,,,,,5,3
2629,1,1,2005,11,1,4,1,2,1978,2,2,1,1971,2,3,1,2005,11,3,2,2007,6,,,,,,,,,,,,,,,,,1,1,,1,,2,,,,,7,5,,1,,1,,1,,1,,5,0,8,0,3,2,4,3,1,4,4,3,3,3,1,3,3,3,4,4,8,,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,-9,3,2,3,2,3,3,2,3,3,1,3,169,58,1,1,,5,5,10,1,1,3,3,3,,,,,5,2
2630,1,1,2005,9,1,5,1,2,1974,2,2,1,1973,10,3,1,2003,3,3,1,2005,9,3,1,2005,9,,,,,,,,,,,,,1,1,,1,,1,5,1,,35,,,,1,,1,,7,부모 모?,1,,5,0,10,0,3,3,4,3,1,4,4,4,4,2,1,3,1,2,3,2,8,,1,1,1,1,3,1,1,1,1,3,1,1,2,1,3,3,2,3,3,2,3,3,2,2,3,2,3,3,2,2,3,3,2,3,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,3,2,3,3,3,2,2,3,3,1,1,160,58,1,14,,5,4,10,1,1,3,4,3,,,,,5,2
2631,1,1,2005,2,1,5,1,2,1969,3,2,1,1962,9,3,2,1992,4,3,2,1993,3,3,1,2005,2,,,,,,,,,,,,,1,1,,1,,1,1,5,,70,,,,2,,2,,2,,2,,3,0,5,0,4,4,5,3,1,2,2,2,2,2,1,2,2,2,2,1,8,,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,4,3,3,2,3,3,3,3,1,1,3,2,1,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,2,3,2,3,3,3,3,7,155,52,1,14,,5,4,10,1,1,3,8,1,,,,,7,4
2632,1,1,2005,10,1,5,1,2,1971,5,2,1,1965,8,3,2,2003,11,3,1,2005,10,3,1,2007,6,,,,,,,,,,,,,1,1,,1,,1,4,2,,40,,,,1,,1,,2,,1,,8,0,12,0,3,3,4,2,1,3,4,3,3,1,4,2,4,2,1,3,8,,3,3,3,2,1,2,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,2,3,4,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,-2,2,2,3,3,2,3,2,2,3,4,6,156,65,1,14,,5,4,10,1,2,3,1,,,,,,5,2
2633,1,1,2005,12,2,4,1,2,1973,4,2,1,1972,8,3,2,2005,12,3,2,2008,6,,,,,,,,,,,,,,,,,1,1,,1,,1,3,4,,70,,,,1,,1,,1,,1,,5,0,8,0,3,2,2,3,1,4,4,4,4,2,3,3,1,1,3,1,8,,3,3,3,3,2,1,2,2,2,3,3,2,3,3,2,2,3,3,2,2,3,3,3,2,4,1,4,4,3,1,4,3,1,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,6,3,3,2,3,2,2,3,2,3,1,1,158,65,1,10,,6,6,10,1,1,3,7,4,,,,,9,3
2634,1,1,2005,5,2,5,1,2,1969,2,2,1,1967,7,3,2,2000,4,3,2,2002,6,3,2,2005,5,,,,,,,,,,,,,1,1,,1,,1,5,3,,35,,,,1,,2,,1,,2,,2,0,5,0,4,4,3,1,1,4,4,4,3,2,1,4,3,4,4,3,8,,3,2,2,2,3,1,1,1,1,3,1,2,3,2,2,3,3,3,3,3,4,3,4,2,3,1,3,4,3,1,3,3,2,3,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,2,3,3,2,3,2,3,2,3,1,0,165,62,1,14,,6,4,10,1,1,3,2,4,,,,,7,3
2635,1,1,2005,2,2,5,1,2,1982,2,2,1,1979,12,3,2,2003,9,3,1,2011,12,3,2,2005,2,,,,,,,,,,,,,1,1,,1,,1,4,2,,15,,,,1,,1,,1,,1,,10,0,8,0,3,2,2,2,1,4,3,3,2,1,1,3,1,1,3,2,8,,3,1,1,1,4,1,2,1,2,3,2,2,2,1,3,2,3,2,3,2,3,3,3,2,3,2,3,3,1,1,4,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-1,2,3,2,3,2,2,3,3,2,5,4,156,67,1,1,,4,4,10,1,2,3,9,,,,,,2,2
2636,1,1,2005,12,2,3,1,2,1983,8,2,1,1977,12,3,2,2005,12,,,,,,,,,,,,,,,,,,,,,1,9,,1,,1,1,6,,50,,,,1,,1,,1,,1,,7,0,16,0,2,3,3,3,1,4,4,3,4,1,3,3,1,4,4,3,8,,1,1,2,1,4,2,1,1,1,3,1,1,1,1,4,3,3,3,3,3,3,3,3,2,3,1,4,4,1,1,4,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,2,3,3,3,2,2,2,2,1,2,162,62,1,1,,4,4,10,1,2,3,5,,,,,,7,3
2637,1,1,2005,12,2,4,1,2,1975,4,2,1,1974,3,3,1,2003,9,3,2,2005,12,,,,,,,,,,,,,,,,,1,1,,1,,1,6,4,,41,,,,1,,1,,1,,1,,7,0,11,0,5,5,5,3,1,3,4,3,3,1,2,4,3,3,4,1,8,,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3,2,2,3,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,3,2,3,2,2,3,2,2,2,3,157,52,1,10,,6,6,10,1,2,3,8,,,,,,9,4
2638,1,1,2005,9,2,3,1,2,1970,6,2,1,1966,1,3,2,2005,9,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,5,6,,40,,,,1,,1,,1,,7,부모 모?,5,0,12,0,3,4,4,3,1,4,4,2,2,2,2,3,3,3,3,2,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,3,4,4,4,1,4,4,1,1,4,4,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,3,4,1,4,3,4,3,1,7,163,75,1,1,,4,4,10,1,1,3,8,2,,,,,7,3
2639,1,1,2006,2,2,3,1,2,1979,4,2,1,1976,6,3,2,2006,2,,,,,,,,,,,,,,,,,,,,,2,,중국,1,,1,4,5,,30,,,,1,,1,,1,,1,,1,0,17,0,3,2,3,2,1,4,4,3,3,3,2,3,2,3,3,3,8,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,2,2,3,2,2,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-3,3,3,3,3,2,2,3,3,3,1,7,155,56,2,,중국,5,4,10,1,1,3,1,4,,,,,5,3
2640,1,1,2005,12,2,4,1,2,1973,8,2,1,1973,8,3,2,2009,6,3,2,2005,12,,,,,,,,,,,,,,,,,1,1,,1,,2,,,,,3,4,,1,,1,,1,,1,,5,0,12,0,3,4,4,3,1,4,3,2,2,1,1,3,3,3,4,3,8,,1,1,1,1,4,1,1,1,1,4,1,1,2,2,3,3,2,2,2,2,2,3,2,2,3,2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,3,2,2,2,2,2,2,0,151,48,1,9,,4,5,10,1,1,3,2,2,,,,,3,1
2641,1,1,2005,7,2,4,1,2,1976,10,2,1,1980,5,3,1,2009,3,3,2,2005,7,,,,,,,,,,,,,,,,,1,1,,1,,1,7,5,,50,,,,1,,1,,1,,1,,4,0,4,0,4,4,4,3,1,4,3,3,3,2,3,3,2,3,4,2,8,,1,1,1,2,4,2,1,2,1,3,1,1,1,2,2,2,2,3,2,3,3,3,2,1,3,2,2,3,2,1,3,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,-3,2,3,2,3,2,2,3,3,3,1,6,166,80,1,1,,4,4,10,1,1,3,4,4,,,,,8,3
2630,2,1,2005,9,1,5,1,2,1974,2,2,1,1973,10,3,1,2003,3,3,1,2005,9,3,1,2005,9,,,,,,,,,,,,,1,1,,1,,1,1,5,,90,,,,1,,1,,1,,1,,5,0,10,0,4,4,4,3,1,4,4,4,4,2,1,3,1,2,3,2,8,,1,1,1,1,3,1,1,1,1,3,1,1,2,1,3,3,2,3,3,2,3,3,2,2,3,2,3,3,2,2,3,3,2,3,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,3,2,3,3,3,2,2,3,3,1,1,160,58,1,14,,5,4,10,1,1,3,4,3,,,,,5,2
2642,1,2,2005,11,1,4,1,1,1973,9,2,2,1975,12,3,1,2005,11,3,2,2007,1,,,,,,,,,,,,,,,,,1,1,,1,,1,5,2,,20,,,,1,,1,,1,,1,,5,0,7,0,3,3,4,5,1,4,4,4,4,4,4,4,4,4,4,4,8,,1,2,2,2,3,1,1,1,1,3,2,1,1,1,3,3,3,3,3,3,3,4,3,2,3,2,3,3,2,2,4,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,4,2,2,2,3,2,2,2,3,4,2,3,163,50,1,1,,5,5,10,1,1,3,3,4,,,,,7,3
2643,1,1,2005,3,1,4,1,2,1966,12,2,1,1966,7,3,1,1994,8,3,1,2005,3,,,,,,,,,,,,,,,,,1,1,,1,,1,5,4,,34,,,,1,,1,,1,,1,,2,0,3,0,3,1,4,4,1,3,4,3,4,1,1,3,4,3,4,1,8,,1,1,1,2,3,1,1,2,1,3,1,1,1,1,4,2,3,2,2,1,3,3,3,2,2,2,2,2,2,2,3,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-5,3,3,2,3,2,2,3,4,3,4,7,153,55,1,9,,6,5,10,1,1,3,3,5,,,,,9,3
2644,1,1,2005,1,1,4,1,2,1976,8,2,1,1973,6,3,1,2005,1,3,1,2006,12,,,,,,,,,,,,,,,,,1,1,,1,,1,5,4,,50,,,,1,,1,,1,,1,,3,0,5,0,2,2,2,3,1,3,3,3,4,4,4,3,4,4,4,4,8,,3,3,3,3,1,3,3,3,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2,3,2,2,3,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,-5,3,2,2,3,2,3,2,2,2,3,7,175,78,1,1,,4,4,10,1,1,3,8,4,,,,,5,3
2645,1,1,2005,5,1,4,1,2,1979,9,2,1,1971,11,3,1,2005,5,3,1,2007,5,,,,,,,,,,,,,,,,,1,1,,1,,1,5,2,,30,,,,2,,1,,1,,1,,3,0,12,0,3,3,3,5,1,3,2,3,3,1,1,2,3,4,3,3,8,,2,1,1,1,3,1,1,2,2,3,2,1,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-3,2,3,2,3,2,2,3,4,2,2,7,162,70,1,16,,6,5,10,1,1,3,3,9,,,,,4,3
2646,1,1,2005,5,1,4,1,2,1972,3,2,1,1971,9,3,2,2001,3,3,1,2005,5,,,,,,,,,,,,,,,,,1,1,,1,,1,5,3,,40,,,,1,,1,,1,,1,,4,0,10,0,2,2,3,3,1,4,4,4,3,3,1,3,2,2,3,1,8,,2,2,2,1,2,1,1,1,1,4,1,1,2,2,2,3,2,2,2,2,3,3,2,2,2,3,2,2,3,2,3,3,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-1,3,2,3,2,1,3,2,2,3,5,4,158,56,1,11,,4,4,10,1,2,3,4,,,,,,5,2
2647,1,1,2005,8,1,6,1,2,1978,3,2,1,1974,12,3,1,2005,8,3,1,2008,11,3,1,2010,10,3,1,2015,10,,,,,,,,,1,1,,1,,1,5,1,,30,,,,1,,1,,1,,1,,1,0,3,0,4,4,4,2,1,4,4,3,3,1,1,3,3,3,3,1,8,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,4,4,3,2,3,2,3,4,1,2,3,4,2,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,2,2,2,3,3,2,2,4,2,2,7,160,65,2,,중국,4,4,10,1,1,3,3,3,,,,,5,3
2648,1,1,2005,4,2,6,1,2,1976,7,2,1,1971,6,3,2,2002,8,3,2,2005,4,3,1,2015,7,6,2,1938,1,,,,,,,,,1,1,,4,,1,6,5,,20,,,,1,,1,,1,,1,,3,0,12,0,4,4,4,3,1,3,4,3,4,3,2,4,3,3,3,3,8,,3,1,1,2,1,2,2,1,1,2,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2,3,3,2,2,4,4,3,3,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,-3,3,3,3,3,2,2,3,2,2,1,1,158,59,1,9,,6,5,10,1,1,3,2,3,,,,,8,2
2649,1,1,2005,4,2,5,1,2,1976,2,2,1,1975,2,3,2,2003,3,3,2,2005,4,3,2,2011,6,,,,,,,,,,,,,1,1,,1,,1,6,4,,20,,,,1,,1,,1,,1,,4,0,3,0,2,2,4,5,1,4,3,2,3,1,1,2,4,2,3,1,8,,3,1,1,2,3,2,1,2,1,3,2,2,2,2,3,4,4,3,3,3,4,4,3,2,3,1,3,3,2,1,3,2,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-4,2,3,2,3,2,2,3,2,3,5,7,159,57,1,1,,5,6,10,1,1,3,5,2,,,,,8,3
2650,1,2,2005,5,2,4,1,1,1976,8,2,2,1976,5,3,2,2005,5,3,1,2007,8,,,,,,,,,,,,,,,,,1,1,,1,,1,6,2,,20,,,,1,,2,,1,,1,,1,30,4,0,5,5,4,3,1,4,4,4,4,4,1,3,3,4,4,2,8,,2,2,3,2,3,1,2,3,2,3,3,2,4,4,2,3,2,2,3,2,3,3,2,2,3,3,2,3,2,1,4,3,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,-5,3,2,2,4,2,3,3,3,2,2,3,168,73,1,1,,6,6,10,1,1,3,2,2,,,,,7,3
2651,1,2,2005,12,1,5,1,1,1968,10,2,2,1970,6,3,2,2000,12,3,2,2003,9,3,1,2005,12,,,,,,,,,,,,,1,1,,1,,1,5,2,,40,,,,1,,1,,2,,1,,2,0,5,0,3,4,4,4,1,3,3,2,1,1,3,4,1,1,3,1,8,,1,1,2,2,4,3,1,1,1,4,4,1,1,1,1,2,3,3,2,3,3,3,3,3,3,1,4,4,1,1,4,3,1,4,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,3,3,2,4,2,2,3,4,2,1,0,167,74,1,10,,6,4,10,1,2,3,7,,,,,,5,3
2652,1,1,2005,4,1,4,1,2,1968,7,2,1,1968,3,3,2,1999,12,3,1,2005,4,,,,,,,,,,,,,,,,,1,1,,1,,1,5,3,,28,,,,1,,1,,1,,1,,2,30,7,0,3,3,3,3,1,4,3,3,4,1,4,3,3,4,4,1,8,,3,2,3,2,3,2,2,3,2,2,3,3,3,3,2,2,2,3,2,2,3,3,3,2,3,2,3,3,2,2,3,4,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,2,3,3,1,7,160,60,1,13,,4,4,10,1,1,3,7,7,,,,,5,2
2653,1,1,2005,11,2,5,1,2,1972,3,2,1,1970,1,3,2,2003,11,3,2,2005,11,3,2,2009,2,,,,,,,,,,,,,1,1,,1,,2,,,,,7,3,,2,,1,,1,,2,,5,0,7,0,2,3,4,4,1,3,3,3,3,1,1,3,4,3,3,1,8,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,3,3,3,2,3,1,3,4,2,2,3,3,2,4,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,4,2,3,2,3,2,2,2,2,3,1,4,161,60,1,1,,4,4,10,1,1,3,7,5,,,,,5,3
2654,1,1,2005,1,1,5,1,2,1972,5,2,1,1963,11,3,2,1998,12,3,2,2000,6,3,1,2005,1,,,,,,,,,,,,,1,1,,1,,1,5,4,,40,,,,2,,1,,1,,1,,2,30,7,0,4,4,4,3,1,4,4,3,3,2,2,4,2,2,4,2,8,,2,3,3,2,2,2,1,1,1,2,2,2,2,3,3,2,2,2,3,2,3,3,3,2,3,2,4,4,2,1,4,4,1,4,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,5,3,4,3,2,3,3,2,2,1,1,5,163,70,1,1,,4,4,10,1,1,3,11,11,,자영업,자영업,,5,3
2655,1,2,2005,3,2,5,1,1,1966,10,2,2,1970,8,3,1,1995,3,3,2,2000,12,3,2,2005,3,,,,,,,,,,,,,1,1,,1,,1,4,5,,30,,,,1,,2,,2,,1,,7,0,7,0,3,3,4,2,1,4,2,3,2,2,1,2,1,1,2,1,8,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,2,3,3,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2,1,2,2,3,3,3,3,3,3,1,5,172,62,1,1,,4,4,10,1,1,3,4,4,,,,,7,3
2656,1,1,2005,2,1,3,1,2,1979,11,2,1,1979,1,3,1,2005,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,3,5,,80,,,,1,,1,,1,,1,,3,30,5,30,4,4,4,3,1,4,4,4,4,4,3,4,2,3,4,1,8,,2,1,1,2,2,1,1,1,2,3,3,1,2,3,3,2,3,3,4,2,4,4,4,1,3,1,4,4,1,1,4,1,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,7,3,4,2,4,2,1,4,4,4,5,3,158,55,1,9,,6,5,10,1,1,3,3,2,,,,,7,3
2657,1,1,2005,2,2,3,1,2,1970,4,2,1,1970,7,3,2,2005,2,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,5,1,,50,,,,1,,1,,1,,1,,1,0,5,0,3,2,3,3,1,4,4,3,4,1,4,4,2,3,4,2,8,,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,3,3,3,2,3,1,3,3,2,3,3,2,2,3,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,3,3,4,1,2,3,2,3,4,0,153,44,1,11,,5,4,10,1,1,3,3,3,,,,,6,3
2658,1,1,2005,7,2,4,1,2,1974,10,2,1,1972,1,3,2,2005,7,3,2,2009,2,,,,,,,,,,,,,,,,,1,1,,1,,1,5,6,,40,,,,1,,1,,1,,1,,6,0,12,0,3,4,5,2,1,4,4,3,4,1,3,4,4,4,4,3,8,,2,1,1,1,4,1,1,1,2,3,1,1,2,2,2,3,3,4,4,3,4,3,3,1,4,1,4,4,1,1,4,4,2,4,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,2,3,2,2,3,4,3,2,3,4,1,165,75,1,1,,5,5,10,1,1,3,5,4,,,,,4,2
2659,1,1,2005,6,1,3,1,2,1974,10,2,1,1971,11,3,1,2005,6,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,3,5,,50,,,,1,,1,,1,,1,,4,30,12,0,2,2,3,3,1,4,4,3,3,1,3,3,2,3,3,2,8,,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,-4,3,2,3,2,3,2,3,2,3,2,3,160,64,1,14,,4,5,10,1,1,3,7,4,,,,,6,3
2660,1,1,2005,7,2,4,1,1,1977,7,2,2,1978,2,3,2,2005,7,3,2,2012,3,,,,,,,,,,,,,,,,,1,1,,1,,1,3,5,,120,,,,1,,1,,1,,1,,4,0,10,0,2,1,3,3,1,4,4,4,4,1,4,3,4,4,4,4,8,,4,4,4,4,2,2,2,2,2,3,2,3,3,3,2,3,3,3,3,2,3,4,3,1,3,1,3,3,2,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,3,2,3,3,2,2,2,3,4,7,158,50,1,1,,5,5,10,1,1,3,3,3,,,,,7,3
2661,1,2,2005,4,2,5,1,1,1977,5,2,2,1980,1,3,1,2001,6,3,2,2005,4,3,1,2015,1,,,,,,,,,,,,,1,1,,1,,1,4,5,,29,,,,2,,2,,1,,2,,1,0,10,0,3,2,3,4,1,3,3,4,4,3,3,3,3,2,3,2,8,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,2,3,2,3,4,1,1,4,3,2,3,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,10,2,3,2,3,3,2,3,3,2,1,2,170,78,1,1,,4,6,10,1,2,3,2,,,,,,5,3
2662,1,1,2005,11,2,7,1,2,1975,5,2,1,1975,5,3,2,2005,11,3,2,2007,6,3,1,2010,6,6,1,1942,12,6,2,1943,5,,,,,1,1,,4,,1,4,5,,50,,,,1,,1,,1,,1,,3,30,9,0,4,4,4,3,1,4,3,4,4,1,3,3,3,3,3,1,8,,2,2,2,2,4,2,1,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,1,3,3,1,3,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,3,3,3,2,3,3,3,3,1,4,165,53,1,1,,4,5,10,1,1,3,2,1,,,,,9,3
2663,1,1,2005,5,2,3,1,2,1974,1,2,1,1974,12,3,2,2005,5,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,4,7,,15,,,,1,,1,,1,,1,,1,0,3,0,3,3,4,3,1,3,3,3,3,2,3,4,3,4,4,2,8,,2,2,2,2,3,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3,3,3,2,3,2,2,3,2,2,3,3,2,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,3,3,3,3,3,2,2,2,1,0,157,50,1,9,,4,5,10,1,1,3,5,4,,,,,5,2
